audio,audio_filepath,data_type,transcription
828296631_455821_455825_37530,/train/money/voices/828296631_455821_455825_37530.ogg,mon,180.73 آزین
5196964268_477363_477387_36958,/train/money/voices/5196964268_477363_477387_36958.ogg,mon,"760 manat, 25 qəpi"
1043664892_429972_429975_37095,/train/money/voices/1043664892_429972_429975_37095.ogg,mon,368-162-EP
1043664892_430278_430279_38631,/train/money/voices/1043664892_430278_430279_38631.ogg,mon,49 tane %99 manat.
1297961140_472704_472717_37462,/train/money/voices/1297961140_472704_472717_37462.ogg,mon,8.56 azın
1268975918_426522_426523_38472,/train/money/voices/1268975918_426522_426523_38472.ogg,mon,37 tam %45 manat.
954206432_424436_424437_37137,/train/money/voices/954206432_424436_424437_37137.ogg,mon,658 manat 90 qəpik
329749591_486480_486481_36409,/train/money/voices/329749591_486480_486481_36409.ogg,mon,9 muhadelli 2 gepi
1269496718_437242_437248_38062,/train/money/voices/1269496718_437242_437248_38062.ogg,mon,2 tam %13 azayım.
1229817727_458128_458138_38256,/train/money/voices/1229817727_458128_458138_38256.ogg,mon,3 tam % 84 manat
2016758610_480029_480040_39093,/train/money/voices/2016758610_480029_480040_39093.ogg,mon,5.399 dam %52 manat.
329749591_486813_486814_38249,/train/money/voices/329749591_486813_486814_38249.ogg,mon,10 tam yüzdə əldə üç manat.
1051072005_434140_434141_37220,/train/money/voices/1051072005_434140_434141_37220.ogg,mon,3277-də 94 qəfi
329749591_486162_486163_37909,/train/money/voices/329749591_486162_486163_37909.ogg,mon,9.95 manat
640339050_483235_483244_37911,/train/money/voices/640339050_483235_483244_37911.ogg,mon,5.87 manat
828296631_467906_467913_36558,/train/money/voices/828296631_467906_467913_36558.ogg,mon,1 manat 50 qəpik
1347919237_442720_442726_38399,/train/money/voices/1347919237_442720_442726_38399.ogg,mon,Bir tam onda bir manat.
671891258_474386_474413_39020,/train/money/voices/671891258_474386_474413_39020.ogg,mon,"5850 tam, yüzdə 69 manat."
892642911_423791_423792_38904,/train/money/voices/892642911_423791_423792_38904.ogg,mon,493 tam %16 manat
809763511_473893_473914_38841,/train/money/voices/809763511_473893_473914_38841.ogg,mon,259 tam %84 manat
1201653758_479689_479697_38937,/train/money/voices/1201653758_479689_479697_38937.ogg,mon,2874 tam %70 manat.
1128232293_467944_467957_37405,/train/money/voices/1128232293_467944_467957_37405.ogg,mon,2425 manat 78 qəpik
527731854_458193_458201_36344,/train/money/voices/527731854_458193_458201_36344.ogg,mon,3 dolar 72 cent
1150481435_414440_414441_36803,/train/money/voices/1150481435_414440_414441_36803.ogg,mon,75 manat 65 qəbiyyət
575298922_444591_444593_36190,/train/money/voices/575298922_444591_444593_36190.ogg,mon,10 dollar 98 cent
828296631_454824_454831_38675,/train/money/voices/828296631_454824_454831_38675.ogg,mon,759 tam yüzdə 32 manat.
910545275_414620_414623_39115,/train/money/voices/910545275_414620_414623_39115.ogg,mon,2718 tam %22 manat.
1082554792_465295_465313_38868,/train/money/voices/1082554792_465295_465313_38868.ogg,mon,781 tam %26 manat.
619589413_451442_451449_36423,/train/money/voices/619589413_451442_451449_36423.ogg,mon,3 manat 26 qəbik
1347919237_481261_481282_38700,/train/money/voices/1347919237_481261_481282_38700.ogg,mon,492 tam %57 manat.
954206432_421799_421802_36703,/train/money/voices/954206432_421799_421802_36703.ogg,mon,"95 монат, 91 кәпек."
341881303_441092_441093_39310,/train/money/voices/341881303_441092_441093_39310.ogg,mon,"7,74 ետրի հետևանը այդ համար այդ համար այդ համար այդ համար այդ համար այդ համար այդ համար այդ համար այդ համար այդ համար այդ համար այդ համար այդ համար այդ համար այդ համար այդ համար այդ համար"
2016758610_470973_470986_37306,/train/money/voices/2016758610_470973_470986_37306.ogg,mon,3486 manat 80 qəpik
860296669_418086_418087_39404,/train/money/voices/860296669_418086_418087_39404.ogg,mon,"1,65 օմ"
815993798_462073_462086_39334,/train/money/voices/815993798_462073_462086_39334.ogg,mon,"8,49 euro"
1347919237_480042_480050_36661,/train/money/voices/1347919237_480042_480050_36661.ogg,mon,80 manat 84 qəpik
1297961140_461025_461029_37921,/train/money/voices/1297961140_461025_461029_37921.ogg,mon,7 tam %77 azın.
1082554792_465652_465665_37366,/train/money/voices/1082554792_465652_465665_37366.ogg,mon,4126-618-qəpik.
5591209497_453707_453718_36317,/train/money/voices/5591209497_453707_453718_36317.ogg,mon,7 dolar 85 cent
5028632961_420115_420117_38706,/train/money/voices/5028632961_420115_420117_38706.ogg,mon,213 tam 10'daki manat.
1297961140_442789_442792_38482,/train/money/voices/1297961140_442789_442792_38482.ogg,mon,95 tam 100 ise 24 manat.
892642911_470765_470770_36270,/train/money/voices/892642911_470765_470770_36270.ogg,mon,7 dolar 65 cent
5028632961_420751_420752_39321,/train/money/voices/5028632961_420751_420752_39321.ogg,mon,"9,25 euro"
1297961140_470186_470194_38469,/train/money/voices/1297961140_470186_470194_38469.ogg,mon,"40,91%."
860296669_448558_448566_37640,/train/money/voices/860296669_448558_448566_37640.ogg,mon,5.91 ազեն։
1013880018_446549_446556_39224,/train/money/voices/1013880018_446549_446556_39224.ogg,mon,Dovçı euro 70 cent.
713611046_453554_453567_39130,/train/money/voices/713611046_453554_453567_39130.ogg,mon,3.337 tam %78 manat.
568204248_434837_434838_37619,/train/money/voices/568204248_434837_434838_37619.ogg,mon,4.86 Azən
912272968_434819_434820_38642,/train/money/voices/912272968_434819_434820_38642.ogg,mon,"78 tam, yüzdə doxsan bir manat."
575298922_416970_416971_36723,/train/money/voices/575298922_416970_416971_36723.ogg,mon,70 monad 26 qəpik
1051072005_432809_432812_38532,/train/money/voices/1051072005_432809_432812_38532.ogg,mon,"37,57%"
892642911_469297_469303_37792,/train/money/voices/892642911_469297_469303_37792.ogg,mon,3.20 manat
815993798_468916_468922_38504,/train/money/voices/815993798_468916_468922_38504.ogg,mon,16'dan 19'u bana
539261624_453058_453064_36399,/train/money/voices/539261624_453058_453064_36399.ogg,mon,7 dolar 96 cent
539261624_460746_460753_39402,/train/money/voices/539261624_460746_460753_39402.ogg,mon,"30,600 euros"
1043664892_445390_445391_38497,/train/money/voices/1043664892_445390_445391_38497.ogg,mon,17 tam %99 manat.
619589413_440592_440594_36350,/train/money/voices/619589413_440592_440594_36350.ogg,mon,4 dolar 5 cent
1269496718_433657_433660_37584,/train/money/voices/1269496718_433657_433660_37584.ogg,mon,5.96 әғзен.
705098248_420207_420211_36886,/train/money/voices/705098248_420207_420211_36886.ogg,mon,94-məra 95-kət.
640339050_417034_417035_38159,/train/money/voices/640339050_417034_417035_38159.ogg,mon,6 tam 168 azəyin.
815993798_464272_464278_36966,/train/money/voices/815993798_464272_464278_36966.ogg,mon,"734,36 qəpik"
575298922_416964_416965_38334,/train/money/voices/575298922_416964_416965_38334.ogg,mon,3 tam %37 manat
1269496718_431992_431993_38773,/train/money/voices/1269496718_431992_431993_38773.ogg,mon,764 tam yüzdə 34 manat.
910545275_415427_415428_37453,/train/money/voices/910545275_415427_415428_37453.ogg,mon,6.9 azət
1878274529_450190_450195_38666,/train/money/voices/1878274529_450190_450195_38666.ogg,mon,948 tam yüzdə 23 manat.
815993798_462989_462993_38575,/train/money/voices/815993798_462989_462993_38575.ogg,mon,Qırxı tutam 161 manat.
809763511_478066_478085_39051,/train/money/voices/809763511_478066_478085_39051.ogg,mon,8876 tam yüzdə 18 manat
1268975918_426384_426385_36211,/train/money/voices/1268975918_426384_426385_36211.ogg,mon,7 dollar 48 cent.
5196964268_424634_424635_37877,/train/money/voices/5196964268_424634_424635_37877.ogg,mon,"Чинакта, есть мечтарь смолот."
1269496718_435036_435040_39331,/train/money/voices/1269496718_435036_435040_39331.ogg,mon,"4,14 euro."
1229817727_456151_456178_37245,/train/money/voices/1229817727_456151_456178_37245.ogg,mon,6.088 manat 14 qəpi
671891258_479077_479082_38178,/train/money/voices/671891258_479077_479082_38178.ogg,mon,4 tam onda 8 manat.
5196964268_443348_443349_36352,/train/money/voices/5196964268_443348_443349_36352.ogg,mon,4 dollar 11 cent
1051072005_432785_432786_38941,/train/money/voices/1051072005_432785_432786_38941.ogg,mon,9607 tam %36 manat.
976055738_454644_454652_36980,/train/money/voices/976055738_454644_454652_36980.ogg,mon,682-53-kəfi
1043664892_429994_429997_37620,/train/money/voices/1043664892_429994_429997_37620.ogg,mon,99930
1878274529_458455_458461_38863,/train/money/voices/1878274529_458455_458461_38863.ogg,mon,126 tam 137 manat
828296631_455407_455412_39016,/train/money/voices/828296631_455407_455412_39016.ogg,mon,2380 tam yüzdə 25 manat
1043664892_428781_428782_38938,/train/money/voices/1043664892_428781_428782_38938.ogg,mon,"9.913 tam yüzdür, səsinin altı manadır."
1297961140_473562_473575_36301,/train/money/voices/1297961140_473562_473575_36301.ogg,mon,3 dolar 61 cent
5196964268_443420_443421_37134,/train/money/voices/5196964268_443420_443421_37134.ogg,mon,"4-27 manat, ələ 4 qəbik."
815993798_457628_457637_39372,/train/money/voices/815993798_457628_457637_39372.ogg,mon,"9,28 euro"
671891258_475849_475856_39189,/train/money/voices/671891258_475849_475856_39189.ogg,mon,4.20 Euro.
527731854_464069_464074_37218,/train/money/voices/527731854_464069_464074_37218.ogg,mon,8139 manat 45 qəpik
568204248_439524_439525_39039,/train/money/voices/568204248_439524_439525_39039.ogg,mon,8132 tam onda 8 mağaza.
619589413_442046_442047_37989,/train/money/voices/619589413_442046_442047_37989.ogg,mon,10 tam 10-da 3 azayındır.
1347919237_442819_442820_38138,/train/money/voices/1347919237_442819_442820_38138.ogg,mon,3 tam yüzde 64 azeyn.
1128232293_457096_457106_38464,/train/money/voices/1128232293_457096_457106_38464.ogg,mon,40 tam yüzde 33 manat.
1297961140_475168_475177_38295,/train/money/voices/1297961140_475168_475177_38295.ogg,mon,4 tam %30 manat.
1269496718_433399_433403_39391,/train/money/voices/1269496718_433399_433403_39391.ogg,mon,"6,80 евро"
5028632961_419052_419053_37845,/train/money/voices/5028632961_419052_419053_37845.ogg,mon,10.37 manat
1216501094_413438_413439_37662,/train/money/voices/1216501094_413438_413439_37662.ogg,mon,"Otun yoktu, otuz dört banat."
575298922_418555_418556_39149,/train/money/voices/575298922_418555_418556_39149.ogg,mon,1524 tam %31 manat
1009209372_476163_476168_37344,/train/money/voices/1009209372_476163_476168_37344.ogg,mon,6735.80 qəbşir.
1043664892_429404_429407_37410,/train/money/voices/1043664892_429404_429407_37410.ogg,mon,9.64 manat
976055738_473909_473966_39053,/train/money/voices/976055738_473909_473966_39053.ogg,mon,2752 tam yüzdə 54 manar.
1128232293_456479_456493_37130,/train/money/voices/1128232293_456479_456493_37130.ogg,mon,599 manat 21 qəpik
912272968_437498_437503_39254,/train/money/voices/912272968_437498_437503_39254.ogg,mon,10 euro 8 cent
671891258_480204_480210_39055,/train/money/voices/671891258_480204_480210_39055.ogg,mon,"5116,97 manat."
1878274529_449918_449921_38069,/train/money/voices/1878274529_449918_449921_38069.ogg,mon,کتام 145 آزه
1082554792_478389_478404_37856,/train/money/voices/1082554792_478389_478404_37856.ogg,mon,Çin yoktu 89 manat
919361428_427527_427528_38348,/train/money/voices/919361428_427527_427528_38348.ogg,mon,3 tam %17 manat.
619589413_438968_438971_37833,/train/money/voices/619589413_438968_438971_37833.ogg,mon,7.52 manat.
1297961140_471263_471273_38095,/train/money/voices/1297961140_471263_471273_38095.ogg,mon,Eki tam %59 azın.
1051072005_444479_444480_37986,/train/money/voices/1051072005_444479_444480_37986.ogg,mon,1-təl yüzdə 42 manat
954206432_424409_424410_37811,/train/money/voices/954206432_424409_424410_37811.ogg,mon,6.83 manat
1269496718_435667_435675_39022,/train/money/voices/1269496718_435667_435675_39022.ogg,mon,7611 tam %50 manat.
5591209497_452973_452979_37380,/train/money/voices/5591209497_452973_452979_37380.ogg,mon,2853 manat 69 qəpiyy
1009209372_476135_476141_36944,/train/money/voices/1009209372_476135_476141_36944.ogg,mon,980 malı kırk emir.
5440156582_417620_417626_38248,/train/money/voices/5440156582_417620_417626_38248.ogg,mon,6 tam %79 manat.
1043664892_430521_430522_37256,/train/money/voices/1043664892_430521_430522_37256.ogg,mon,2531 manat 90 qəpik
314849420_473124_473145_38748,/train/money/voices/314849420_473124_473145_38748.ogg,mon,201 tam yüzdə 87 manat.
828296631_457244_457248_38218,/train/money/voices/828296631_457244_457248_38218.ogg,mon,Yetti tam %95 manat.
1347919237_483168_483174_36202,/train/money/voices/1347919237_483168_483174_36202.ogg,mon,3 dollar 55 cent.
5196964268_476240_476258_39013,/train/money/voices/5196964268_476240_476258_39013.ogg,mon,"Мень есть мечта, месть есть межмонот."
919361428_427691_427692_38742,/train/money/voices/919361428_427691_427692_38742.ogg,mon,"582, tamam, 163 malat."
341881303_440743_440749_38499,/train/money/voices/341881303_440743_440749_38499.ogg,mon,Докус там ездит 36 монат.
314849420_422320_422322_38847,/train/money/voices/314849420_422320_422322_38847.ogg,mon,974 tam yüzdə 67 manat
919361428_429697_429701_36922,/train/money/voices/919361428_429697_429701_36922.ogg,mon,"114, 16, 63 kəbik"
640339050_483743_483746_37735,/train/money/voices/640339050_483743_483746_37735.ogg,mon,5.13 manat
1268975918_425895_425896_38688,/train/money/voices/1268975918_425895_425896_38688.ogg,mon,"826 tam, yüzdə əllibir banat."
619589413_435621_435623_37087,/train/money/voices/619589413_435621_435623_37087.ogg,mon,216 manat 11 qəpik
619589413_440418_440421_38006,/train/money/voices/619589413_440418_440421_38006.ogg,mon,9 tam %95 azərin.
763941567_453443_453461_38953,/train/money/voices/763941567_453443_453461_38953.ogg,mon,7.819 tam %21 manad.
568204248_438291_438295_38806,/train/money/voices/568204248_438291_438295_38806.ogg,mon,792 tam yüzdə 43 mağaz.
5196964268_443350_443351_39392,/train/money/voices/5196964268_443350_443351_39392.ogg,mon,"9,78 euro."
5028632961_419419_419420_37180,/train/money/voices/5028632961_419419_419420_37180.ogg,mon,3177 manat 85 qəpik
763941567_451129_451133_36559,/train/money/voices/763941567_451129_451133_36559.ogg,mon,Он манат кырхавты кяпи.
527731854_461962_461968_36185,/train/money/voices/527731854_461962_461968_36185.ogg,mon,10 доллар 40 сантын.
1878274529_453774_453813_38311,/train/money/voices/1878274529_453774_453813_38311.ogg,mon,5 tam 10'daki kim ona at?
539261624_462088_462102_38893,/train/money/voices/539261624_462088_462102_38893.ogg,mon,138 tam onda 6 manat.
713611046_475551_475566_38449,/train/money/voices/713611046_475551_475566_38449.ogg,mon,"63 tam, yüzde 63 manat."
329749591_485619_485623_37985,/train/money/voices/329749591_485619_485623_37985.ogg,mon,6 tam %23 azalıyor.
619589413_438964_438967_37667,/train/money/voices/619589413_438964_438967_37667.ogg,mon,1.74 manat.
1201653758_464587_464592_36605,/train/money/voices/1201653758_464587_464592_36605.ogg,mon,5 manat 85 qəpik
575298922_418565_418566_36238,/train/money/voices/575298922_418565_418566_36238.ogg,mon,6 dollar 30 cent
5028632961_418943_418944_37128,/train/money/voices/5028632961_418943_418944_37128.ogg,mon,"970 manat, 7 qəpic"
1150481435_413812_413813_36217,/train/money/voices/1150481435_413812_413813_36217.ogg,mon,3 dolar 77 cent
828296631_457888_457908_38952,/train/money/voices/828296631_457888_457908_38952.ogg,mon,5157 tam yüzdə 50 manat.
1347919237_446151_446154_39056,/train/money/voices/1347919237_446151_446154_39056.ogg,mon,1542 tam yüzdə 69 manat
1051072005_443822_443825_38755,/train/money/voices/1051072005_443822_443825_38755.ogg,mon,"738-dəm, %865 manad."
329749591_486740_486741_37850,/train/money/voices/329749591_486740_486741_37850.ogg,mon,3 nöqtə 8 manat
809763511_480017_480026_36554,/train/money/voices/809763511_480017_480026_36554.ogg,mon,5 manat 63 qəpik
1043664892_428491_428492_36470,/train/money/voices/1043664892_428491_428492_36470.ogg,mon,7 manat 65 qəbiyyət
1128232293_445010_445011_36416,/train/money/voices/1128232293_445010_445011_36416.ogg,mon,Yedi manat seksen beş kere
619589413_438724_438727_39188,/train/money/voices/619589413_438724_438727_39188.ogg,mon,6 euro 66 cent
1043664892_430102_430105_38253,/train/money/voices/1043664892_430102_430105_38253.ogg,mon,6 tam yüzdə 54 manat.
954206432_432853_432858_37697,/train/money/voices/954206432_432853_432858_37697.ogg,mon,5.24 Manat
341881303_441799_441803_37783,/train/money/voices/341881303_441799_441803_37783.ogg,mon,2.91 manat.
314849420_422174_422175_37091,/train/money/voices/314849420_422174_422175_37091.ogg,mon,"29 донат, 46 копеек."
1297961140_471171_471175_36307,/train/money/voices/1297961140_471171_471175_36307.ogg,mon,2 dolar 70 cent.
860296669_452135_452176_38547,/train/money/voices/860296669_452135_452176_38547.ogg,mon,Прохочет он в 64 монат.
828296631_448233_448245_38983,/train/money/voices/828296631_448233_448245_38983.ogg,mon,1327 tam %69 manat
1082554792_460750_460757_36394,/train/money/voices/1082554792_460750_460757_36394.ogg,mon,800 dollar kisəndi
5028632961_420012_420013_36660,/train/money/voices/5028632961_420012_420013_36660.ogg,mon,74 manat 30 qəpik
1051072005_434415_434418_39110,/train/money/voices/1051072005_434415_434418_39110.ogg,mon,6199-dan 187 manat
1229817727_455076_455089_38984,/train/money/voices/1229817727_455076_455089_38984.ogg,mon,1601 tam %14 manat.
1082554792_474446_474459_39167,/train/money/voices/1082554792_474446_474459_39167.ogg,mon,دور يورو 66 سعيد
527731854_458572_458578_37567,/train/money/voices/527731854_458572_458578_37567.ogg,mon,در نکتہ سیکسن یہ تازے ہیں
763941567_459458_459469_37675,/train/money/voices/763941567_459458_459469_37675.ogg,mon,1.79 Monot.
1051072005_433624_433650_37159,/train/money/voices/1051072005_433624_433650_37159.ogg,mon,2662 manat 30 gp
5196964268_424536_424537_38890,/train/money/voices/5196964268_424536_424537_38890.ogg,mon,"929,94"
314849420_449982_449993_37478,/train/money/voices/314849420_449982_449993_37478.ogg,mon,5.38 Azəyin
1201653758_477884_477894_38007,/train/money/voices/1201653758_477884_477894_38007.ogg,mon,8 dam %56 azərin
1297961140_470670_470675_37025,/train/money/voices/1297961140_470670_470675_37025.ogg,mon,"398,54 qəpik"
314849420_475953_475970_36712,/train/money/voices/314849420_475953_475970_36712.ogg,mon,45 manat 32 gp
5196964268_465674_465682_37104,/train/money/voices/5196964268_465674_465682_37104.ogg,mon,540 manat 14 qəbiyyə
527731854_458060_458063_38999,/train/money/voices/527731854_458060_458063_38999.ogg,mon,2880-da Munda 2-i manad
815993798_470304_470312_37371,/train/money/voices/815993798_470304_470312_37371.ogg,mon,2598 manat 55 qəpik
1269496718_435333_435337_38438,/train/money/voices/1269496718_435333_435337_38438.ogg,mon,"Верх 5, там 118 монат."
329749591_487096_487097_38143,/train/money/voices/329749591_487096_487097_38143.ogg,mon,İki tam yüzde yetmiş altı Azize'nin.
2016758610_481798_481805_38251,/train/money/voices/2016758610_481798_481805_38251.ogg,mon,Yetti tam %27 mamat.
954206432_432761_432764_38584,/train/money/voices/954206432_432761_432764_38584.ogg,mon,79 tam %88 manat.
713611046_480515_480534_38486,/train/money/voices/713611046_480515_480534_38486.ogg,mon,86 tam %86 manat.
954206432_417622_417623_38774,/train/money/voices/954206432_417622_417623_38774.ogg,mon,229 tam %99 manat
954206432_417599_417600_38762,/train/money/voices/954206432_417599_417600_38762.ogg,mon,670 tam onda 9 manat.
1051072005_434675_434676_36285,/train/money/voices/1051072005_434675_434676_36285.ogg,mon,5 dolar 37 cent
1043664892_428673_428674_38134,/train/money/voices/1043664892_428673_428674_38134.ogg,mon,3-dəm %66 aziyin.
1297961140_474322_474332_38085,/train/money/voices/1297961140_474322_474332_38085.ogg,mon,9-sam %58 azın.
910545275_414698_414701_37058,/train/money/voices/910545275_414698_414701_37058.ogg,mon,562 manat 14 qəpik
1269496718_441323_441327_37464,/train/money/voices/1269496718_441323_441327_37464.ogg,mon,7.35 yazayım.
539261624_454566_454571_38767,/train/money/voices/539261624_454566_454571_38767.ogg,mon,775 tam 84 manat.
314849420_475757_475779_39131,/train/money/voices/314849420_475757_475779_39131.ogg,mon,6107 tam yüzdə 13 manat
568204248_439127_439129_37118,/train/money/voices/568204248_439127_439129_37118.ogg,mon,971 maad 15 qəb
640339050_467414_467430_38588,/train/money/voices/640339050_467414_467430_38588.ogg,mon,78 tam %69 manat
575298922_459913_459922_25170,/train/bank-cards/voices/575298922_459913_459922_25170.ogg,bcd,"29-74, 51-98, 17-81, 61-72"
1229817727_454607_454617_25403,/train/bank-cards/voices/1229817727_454607_454617_25403.ogg,bcd,17-88-23-12-41-59-89-61
828296631_470091_470123_25362,/train/bank-cards/voices/828296631_470091_470123_25362.ogg,bcd,12-31-99-93-33-99-37-82
314849420_422111_422114_25221,/train/bank-cards/voices/314849420_422111_422114_25221.ogg,bcd,22-48-7369-22-684-447
341881303_439547_439556_25304,/train/bank-cards/voices/341881303_439547_439556_25304.ogg,bcd,"2, 6, 4, 7, 3, 9, 4, 6, 2, 8, 4, 9, 8, 1, 5, 8"
892642911_475137_475167_25871,/train/bank-cards/voices/892642911_475137_475167_25871.ogg,bcd,"66-76, 16-92, 46-89, 31-65"
5591209497_450856_450866_25294,/train/bank-cards/voices/5591209497_450856_450866_25294.ogg,bcd,"6-3-3-6, 5-1-5-2, 6-3-1-2, 8-5-6-5"
539261624_451154_451225_25285,/train/bank-cards/voices/539261624_451154_451225_25285.ogg,bcd,"6742, 7483, 5258, 6568"
809763511_483796_483808_25891,/train/bank-cards/voices/809763511_483796_483808_25891.ogg,bcd,"3, 7, 8, 1, 7, 4, 9, 7, 8, 2, 8, 5, 1, 7, 8, 2"
1878274529_445530_445537_25167,/train/bank-cards/voices/1878274529_445530_445537_25167.ogg,bcd,"77, 62, 62, 29, 16, 51, 21, 91"
860296669_430798_430799_25589,/train/bank-cards/voices/860296669_430798_430799_25589.ogg,bcd,"7713, 5723, 4323, 8835"
1009209372_428364_428365_26059,/train/bank-cards/voices/1009209372_428364_428365_26059.ogg,bcd,"11-21, 79-28, 67-84, 79-82"
828296631_457562_457573_25351,/train/bank-cards/voices/828296631_457562_457573_25351.ogg,bcd,"12-91, 17-84, 66-91, 99-73"
575298922_446759_446797_25542,/train/bank-cards/voices/575298922_446759_446797_25542.ogg,bcd,"32, 69, 76, 79, 23, 62, 21, 95"
912272968_437953_437956_25498,/train/bank-cards/voices/912272968_437953_437956_25498.ogg,bcd,"78, 63, 76, 44, 33, 74, 82, 85"
815993798_468479_468495_25500,/train/bank-cards/voices/815993798_468479_468495_25500.ogg,bcd,"29, 73, 28, 98, 41, 28, 13, 94"
910545275_415603_415604_26078,/train/bank-cards/voices/910545275_415603_415604_26078.ogg,bcd,"26, 94, 89, 21, 68, 33, 43, 98"
892642911_471179_471194_25903,/train/bank-cards/voices/892642911_471179_471194_25903.ogg,bcd,"95-32, 24-73, 79-13, 12-88"
329749591_487412_487413_25197,/train/bank-cards/voices/329749591_487412_487413_25197.ogg,bcd,"67, 62, 80, 5, 73, 33, 37, 76, 73"
1347919237_481901_481924_25442,/train/bank-cards/voices/1347919237_481901_481924_25442.ogg,bcd,"73-42, 93-18, 91-72, 98-33"
809763511_479871_479898_25208,/train/bank-cards/voices/809763511_479871_479898_25208.ogg,bcd,"4, 3, 2, 6, 4, 5, 2, 7, 5, 8, 9, 4, 2, 2, 1, 5"
919361428_427197_427198_25836,/train/bank-cards/voices/919361428_427197_427198_25836.ogg,bcd,"36, 29, 39, 28, 24, 29, 38, 71"
910545275_414150_414153_26106,/train/bank-cards/voices/910545275_414150_414153_26106.ogg,bcd,"89, 96, 57, 15, 74, 41, 62, 29"
976055738_450083_450093_25672,/train/bank-cards/voices/976055738_450083_450093_25672.ogg,bcd,"72, 63, 51, 75, 13, 59, 31, 29"
976055738_452749_452783_26098,/train/bank-cards/voices/976055738_452749_452783_26098.ogg,bcd,24 54 52 39 87 27 26 54 12
640339050_474338_474401_25336,/train/bank-cards/voices/640339050_474338_474401_25336.ogg,bcd,"8, 3, 8, 2, 3, 7, 6, 1, 6, 8, 9, 6, 2, 9, 2, 2"
329749591_485351_485363_25430,/train/bank-cards/voices/329749591_485351_485363_25430.ogg,bcd,93-22-28-87-97-25-48-15
919361428_427255_427256_25659,/train/bank-cards/voices/919361428_427255_427256_25659.ogg,bcd,"23-79, 21-17, 86-14, 31-13"
1878274529_447666_447681_25342,/train/bank-cards/voices/1878274529_447666_447681_25342.ogg,bcd,"66, 12, 87, 68, 12, 89, 36, 91"
341881303_437526_437539_25382,/train/bank-cards/voices/341881303_437526_437539_25382.ogg,bcd,"3, 9, 3, 2, 7, 2, 1, 3, 2, 5, 8, 4, 4, 1, 4, 6"
809763511_461698_461719_25863,/train/bank-cards/voices/809763511_461698_461719_25863.ogg,bcd,"7, 4, 2, 9, 7, 9, 9, 2, 5, 1, 8, 4, 6, 8, 8, 4"
329749591_487187_487188_25725,/train/bank-cards/voices/329749591_487187_487188_25725.ogg,bcd,"12, 54, 92, 73, 67, 31, 77, 63"
860296669_430991_430992_25936,/train/bank-cards/voices/860296669_430991_430992_25936.ogg,bcd,14-14-79-28-51-42-17-49
2016758610_481992_482008_25227,/train/bank-cards/voices/2016758610_481992_482008_25227.ogg,bcd,"46, 36, 72, 57, 73, 22, 93, 99"
1150481435_413589_413590_25232,/train/bank-cards/voices/1150481435_413589_413590_25232.ogg,bcd,12-33-48-22-19-16-58-15
5028632961_419159_419160_25408,/train/bank-cards/voices/5028632961_419159_419160_25408.ogg,bcd,"16, 26, 81, 32, 93, 36, 87, 31"
568204248_434913_434914_26052,/train/bank-cards/voices/568204248_434913_434914_26052.ogg,bcd,"81-63, 55-54, 95-21, 98-25"
1201653758_470962_470976_25688,/train/bank-cards/voices/1201653758_470962_470976_25688.ogg,bcd,"61, 98, 46, 62, 46, 28, 68, 91"
329749591_487488_487489_25914,/train/bank-cards/voices/329749591_487488_487489_25914.ogg,bcd,"75, 38, 75, 44, 91, 38, 99, 44"
828296631_454714_454733_26027,/train/bank-cards/voices/828296631_454714_454733_26027.ogg,bcd,"45, 59, 12, 89, 91, 34, 13, 34"
1009209372_485613_485614_25909,/train/bank-cards/voices/1009209372_485613_485614_25909.ogg,bcd,73-15 88-35 63-16 41-41
1043664892_428499_428500_25670,/train/bank-cards/voices/1043664892_428499_428500_25670.ogg,bcd,17-68-59-93-64-58-89-45
1269496718_435783_435792_25328,/train/bank-cards/voices/1269496718_435783_435792_25328.ogg,bcd,"63, 73, 54, 96, 33, 95, 38, 36"
1878274529_459238_459247_26021,/train/bank-cards/voices/1878274529_459238_459247_26021.ogg,bcd,"37, 35, 48, 92, 78, 68, 32"
828296631_471238_471251_25919,/train/bank-cards/voices/828296631_471238_471251_25919.ogg,bcd,"82, 53, 35, 86, 53, 18, 79, 46"
619589413_439874_439881_25629,/train/bank-cards/voices/619589413_439874_439881_25629.ogg,bcd,88-16-96-47-87-63-76-1
1082554792_482106_482119_25642,/train/bank-cards/voices/1082554792_482106_482119_25642.ogg,bcd,"74, 21, 17, 83, 85, 73, 33, 29"
828296631_470895_470917_25685,/train/bank-cards/voices/828296631_470895_470917_25685.ogg,bcd,"15-57, 59-87, 75-11, 58-69"
892642911_452996_453007_25830,/train/bank-cards/voices/892642911_452996_453007_25830.ogg,bcd,"69-69, 57-81, 57-64, 13-55"
910545275_415239_415240_25358,/train/bank-cards/voices/910545275_415239_415240_25358.ogg,bcd,"36, 52, 27, 66, 18, 34, 71, 67"
1013880018_469942_469963_25270,/train/bank-cards/voices/1013880018_469942_469963_25270.ogg,bcd,85 17 48 67 86 81 16 93
892642911_469283_469294_25702,/train/bank-cards/voices/892642911_469283_469294_25702.ogg,bcd,11-53-93-67-98-25-53-35
1009209372_485302_485307_26056,/train/bank-cards/voices/1009209372_485302_485307_26056.ogg,bcd,"70'e çizel 4, 21, 19, 20, 77, 74, 33"
